(pa,23.513752571634775)
(pet,18.81100205730782)
(seroma,18.81100205730782)
(intake,18.81100205730782)
(signature,16.459626800144342)
(ctn,16.459626800144342)
(production,16.459626800144342)
(aspirin,16.459626800144342)
(prolactinoma,14.108251542980867)
(neuroma,14.108251542980867)
(low-dose,14.108251542980867)
(prognostic,13.621371043387192)
(contrast,13.26582461282826)
(suvmax,11.756876285817388)
(post-diagnosis,11.756876285817388)
(component,11.756876285817388)
(bet,11.756876285817388)
(68ga-pentixafor,11.756876285817388)
(protocol,11.756876285817388)
(abbreviated,11.756876285817388)
